journal_abbrev,oldest_PMID,newest_PMID,random_PMID,FindIt_coverage
Southampt Med J,11613866,11613866,11613853,False
Eesti Nsv Tead Akad TOIM Biol,11631956,11631956,11631955,False
Marbg Schrift Medgesch,21560594,21560594,11636680,False
Nieuwe Ned Bijdr Geschied Geneeskd Natuurwet,11636877,11636877,11629513,False
Stor Crit Psicol,11611544,11611544,11611417,False
Contrib Psychol,11609152,11609152,11609140,False
Phronesis,22984299,22984299,11613889,False
Indiana Med Hist Q,11611340,11611340,11611134,False
Braunschw Veroff Gesch Pharm Naturwiss,11638884,11638884,11636967,False
Zhonghua Yi Shi Za Zhi,38475687,38475687,37183619,False
Nova Acta Paracelsica,21999003,21999003,11634104,False
Newsl Hist Anthropol,19856539,19856539,11615882,False
Hist Sci (Tokyo),22834068,22834068,15212040,False
An Soc Mex Hist Cienc Tec,11628360,11628360,11628359,False
Rev Soc Fr Hist Art Dent,11630715,11630715,11630718,False
Rev Soc Venez Hist Med,11640685,11640685,11640765,False
Istor Biol Issled,11639153,11639153,11629790,False
Tijdschr Geschied Geneeskd Natuurwet Wiskd Tech,19115508,19115508,11634412,False
Fundam Sci,11629809,11629809,11637643,False
Folia Mendeliana,11623622,11623622,11615576,False
Arb Gesch Med Giessen,14969236,14969236,11636966,False
Minerva,38808100,38808100,15168663,False
J Histotechnol,38752929,38752929,36164847,False
Publ Am Inst Hist Pharm,14653257,14653257,11619896,False
Adler Mus Bull,21954497,21954497,11619794,False
Unesco Bull Libr,11633424,11633424,11633424,False
N Y Med Q,11639283,11639283,11650763,False
Schweiz Arzteztg,11630753,11630753,20250560,False
Ber Wiss,38639323,38639323,37428469,False
Arsberet Kbh Univ Med Hist Inst Mus,11613602,11613602,11613600,False
Acta Hist Med Vallisoletana Monogr,11640808,11640808,11640777,False
Bookman,11611671,11611671,11615613,False
Stud Philos Med,11611130,11611130,11611129,False
Oral Hist Rev,38860123,38860123,11623931,False
Hamdard Med,11652804,11652804,11614013,False
Weleda Korrespondenzbl Aerzte,11636869,11636869,11636869,False
Psychohist Rev,11623787,11623787,11611393,False
J Hist Arabic Sci,11616318,11616318,11615789,False
Niedersachs Arztebl,11640828,11640828,11640828,False
Arztebl Baden Wurtt,11636483,11636483,11636483,False
Cuad Valencia Hist Med Cienc,11639117,11639117,11640635,False
Stud Gesch Krankenhauswesens,21598583,21598583,11636603,False
Rep Inst Hum Values,11609154,11609154,11609154,False
Ann Ist Mus Stor Sci Fir,18506944,18506944,11634546,False
Race Cl,28479657,28479657,20939156,False
Wurzbg Medizinhist Forsch,14738069,14738069,12051272,False
Sydsven Medicinhist Sallsk Arsskr,11630239,11630239,11613299,False
An Chil Hist Med,11627751,11627751,11633910,False
J Fam Hist,32089585,32089585,17152231,False
Hist Med Vet,22849247,22849247,11762406,False
Hist Child Q,11614561,11614561,11614552,False
Chin Sci,11640057,11640057,11609979,False
An Med (Barc),11630333,11630333,11630333,False
Hexagon Roche Engl,11613689,11613689,11613688,False
Interdiscip Sci Rev,38164518,38164518,27365563,False
Ann Univ Sci Budap Rolando Eotvos Nominatae Biol,11615218,11615218,11615216,False
Soc Soc Hist Med Bull (Lond),11621373,11621373,11611891,False
Bull Indian Inst Hist Med Hyderabad,18175652,18175652,12596764,False
Trans Hunter Soc,11622987,11622987,11615710,False
Rev Fac Med Univ Nac Auton Mex,11630451,11630451,11630451,False
Rev Soc Mex Hist Nat,11626634,11626634,11626634,False
Proc Am Philos Soc,27263195,27263195,23035389,False
Hist Hosp,27501577,27501577,27501544,False
Bol Soc Esp Hist Med,11627287,11627287,11627286,False
Bol Soc Esp Hist Farm,11638020,11638020,11629620,False
Ann Soc Belg Hist Hop,11638603,11638603,11638021,False
Soc Stud Sci,38842107,38842107,37916761,False
J Inst Actuar,11614754,11614754,11614755,False
Bull Inst Fond Afr Noire Ser B,11631707,11631707,11631707,False
Bull Cercle Benelux Hist Pharm,27382704,27382704,11639074,False
Ann R Coll Physicians Surg Can,15015504,15015504,15015501,False
Hist Nat,11638612,11638612,11627845,False
Bull Mem Soc Anthropol Paris,11675744,11675744,11675744,False
Rev Hist Sci (Paris),18939347,18939347,11639032,False
Aust N Z J Sociol,11614246,11614246,11631632,False
Yearb Am Philos Soc,11616536,11616536,11616536,False
G Accad Med Torino,11634409,11634409,11634409,False
Nord Medicinhist Arsb,11624978,11624978,11612924,False
Pap Bibliogr Soc Am,20607890,20607890,11609681,False
Bibliofilia,19618535,19618535,11630111,False
Bodleian Libr Rec,18928008,18928008,11616690,False
Harv Libr Bull,12240696,12240696,12240695,False
Acad Bookman,11611046,11611046,11609364,False
Wilson Libr Bull,11633594,11633594,11633593,False
Z Bibliothekswes Bibliogr,11636301,11636301,11636301,False
Lib Sci Slant Doc,11632497,11632497,11632497,False
Libr Trends,29375158,29375158,11614877,False
Janus,11622472,11622472,11610197,False
Korot,25729094,25729094,11624317,False
Monspel Hippocrates,11626484,11626484,11626602,False
Berl Stat,11631643,11631643,18896545,False
Zur Medizingesch Abh,12751501,12751501,11710374,False
Vopr Filos,11636212,11636212,11633512,False
Rev Fac Med Tucuman,11635688,11635688,11635688,False
Theriaca,27491172,27491172,11629707,False
Technol Cult,38766966,38766966,38588241,False
Soc Res (New York),24733955,24733955,20285192,False
Sci Cult,11630911,11630911,11630911,False
St Marys Hosp Gaz,11616412,11616412,20275666,False
Rheinisches Arztebl,11636459,11636459,11636459,False
Rev Belg Homoeopath,11634339,11634339,11634339,False
Rev Relig Res,36618767,36618767,25580034,False
Quellen Stud Gesch Pharm,11639142,11639142,11636583,False
Philos J,11632701,11632701,11632701,False
New Philos,11617810,11617810,11617810,False
N J J Pharm,11613669,11613669,18913622,False
Med Gesch Kult,11625872,11625872,11625872,False
Igakushi Kenkyu,11610905,11610905,11610874,False
Stud Mater Dziej Nauk Pol Ser B,11630034,11630034,11636056,False
Hist Sci,38770782,38770782,35466747,False
Hess Arztebl,11635020,11635020,11632076,False
Bull Inform Fed Pharm Mediterr,11634284,11634284,11634284,False
Cuad Hist Med Esp,11627055,11627055,11626530,False
Beitr Wurttemb Apothekengesch,11637065,11637065,11629687,False
Anthropologia,11678119,11678119,11678119,False
Am J Phys,36619177,36619177,33363291,False
Am Arch,27587904,27587904,11609617,False
Ambix,38660777,38660777,33512298,False
Am Indig,11631122,11631122,11630780,False
Acta Med Hist Patav,11675739,11675739,11638205,False
Abh Gesch Med Naturwiss,12785325,12785325,12227363,False
Omega (Westport),38910111,38910111,38415297,False
Ethnomedizin,11629043,11629043,11627340,False
Yakushigaku Zasshi,30183149,30183149,22164691,False
Osterr Arzteztg,11634438,11634438,21213638,False
Barc Quir,11640796,11640796,11640796,False
US Navy Med News Lett,11613593,11613593,11613593,False
Orvostort Kozl,26875298,26875298,20481110,False
Zool Jahrb Abt Anat Ontogenie Tiere,11613761,11613761,11613761,False
Vet Hist,29983477,29983477,11619288,False
Carol J Pharm,11630799,11630799,11630799,False
Rev Hist Med Heb,11637248,11637248,11627535,False
Scientia,37680210,37680210,11637260,False
Sem Med,11627881,11627881,11628071,False
Biogr Mem Fellows R Soc,26113752,26113752,11615365,False
Ethnology,23894209,23894209,17953049,False
Popul Stud (Camb),38804961,38804961,38085530,False
Psychol Rundsch,11634417,11634417,11634417,False
Vestis Lat Psr Zinat Akad,11635332,11635332,11632486,False
Indian J Hist Med,11609332,11609332,11609331,False
J Fluor Chem,37638129,37638129,19802334,False
Arch Int Hist Sci (Paris),26155600,26155600,11621147,False
Synthesis (Mass),11610444,11610444,11610444,False
Med Hist (Barc),29693833,29693833,11634193,False
Schriftenr Gesch Versamml Dtsch Naturforsch Arzte,11625898,11625898,11625898,False
Quad Stor Univ Padova,11638888,11638888,11630132,False
NTM,38801443,38801443,38319387,False
Wiss Z Karl Marx Univ Math Naturwiss,11633678,11633678,11636342,False
Bull Audiophonol,11631702,11631702,11631702,False
Freib Forsch Medizingesch,11640615,11640615,11640614,False
Kagakushi Kenkyu,30351838,30351838,11675717,False
Schriftenr Ges Freunde Med Hochsch Hannover,11636572,11636572,11636572,False
Asklepii,16060044,16060044,16060039,False
Rev Int Hist Mil,11637106,11637106,11640474,False
Bol Antropol,11634665,11634665,11634665,False
Ann Geogr,11631515,11631515,11631515,False
Humanitas,37293466,37293466,37293466,False
Tanzan Notes Rec,11633351,11633351,11633351,False
Effluent Water Treat J,11631957,11631957,11631957,False
Midway,11635389,11635389,11635389,False
Hist Med,11630947,11630947,11678111,False
Etudes Freud,11640548,11640548,11640548,False
Hist Sci Med,30204323,30204323,26492676,False
Dusseld Arb Gesch Med Beih,11638963,11638963,11638963,False
Local Popul Stud,27489393,27489393,20509432,False
Wiss Beitr Martin Luther Univ Halle Wittenberg,26339116,26339116,11628961,False
Indian J Hist Sci,11639687,11639687,11621788,False
Mendel Newsl,19069205,19069205,11620779,False
Kieler Beitr Gesch Med Pharm,11636492,11636492,11640542,False
Kiryat Sefer,11635294,11635294,11635294,False
Pharm Hist (Lond),29999272,29999272,24620478,False
Br J Hist Sci,38832885,38832885,35043781,False
Episteme,11633980,11633980,11627096,False
Pharm Hist,26897806,26897806,27416657,False
Bibl Wiss,11637040,11637040,11637040,False
Atene Roma,11637079,11637079,11637078,False
Renaiss Q,27652416,27652416,11615594,False
Am Hist Rev,35281328,35281328,21155371,False
Organon,27071296,27071296,20503570,False
Sci Soc,11618095,11618095,11618094,False
Arctic Anthropol,20648984,20648984,21847844,False
Ann Demogr Hist (Paris),35795871,35795871,11623379,False
Comput Hum,11619839,11619839,11634815,False
Ruperto Carola,11633086,11633086,11635898,False
Stud Renaissance,11615423,11615423,19591253,False
Stud Bibliogr,11616097,11616097,11616097,False
Scriptorium,17219714,17219714,11615948,False
Huntia,14674440,14674440,14674440,False
Acta Hist Leopoldina,29489123,29489123,20617615,False
Popul Rev,25684828,25684828,11613863,False
Osiris,36148408,36148408,20503761,False
Riv Ist Vaccinogeno Consorzi Prov Antituberc,11636719,11636719,11636719,False
Classical Rev,11615835,11615835,11615834,False
Anu Indig,11631541,11631541,11631541,False
Bibl Humanisme Renaiss,19235284,19235284,15773045,False
Items,11613670,11613670,11613670,False
Stud Philol,11615845,11615845,11615838,False
Wehrmed Monatsschr,11640631,11640631,11625977,False
Ecology,38899537,38899537,38563488,False
Speculum,35928988,35928988,19739319,False
Cuad Hist Salud Publica,11640720,11640720,11633917,False
Notes Queries,17494243,17494243,11620553,False
Dusseld Arb Gesch Med,11637098,11637098,11636950,False
Veroff Int Ges Gesch Pharm,11636645,11636645,11636644,False
Zentralbl Haut Und Geschlechtskr,11633657,11633657,11633657,False
Commun Hist Artis Med Suppl,11640065,11640065,11637644,False
Hist Stud Phys Biol Sci,18646378,18646378,11622203,False
Disabil Soc,38470377,38470377,34703084,False
Sven Med Tidskr,18548952,18548952,11625667,False
Newsl Med Sci Hist Soc,11614089,11614089,11614089,False
Fugitive Leaves Hist Collect,11639564,11639564,11611937,False
Soc Hist Med,38846152,38846152,30089938,False
Proc R Coll Physicians Edinb,11833589,11833589,11615394,False
Y,11615215,11615215,11615212,False
Guthrie J Donald Guthrie Found Med Res,11640029,11640029,21188291,False
Rep Proc Scott Soc Hist Med,12899176,12899176,11618407,False
Arsberet Kobenhavns Univ Med Hist Mus,11634311,11634311,11634311,False
Suddtsch Optikerztg,11636461,11636461,11636461,False
Izv Akad Gruz Ssr. Ser Biol,11675771,11675771,11675771,False
Bol Soc Mex Hist Filos Med,11634202,11634202,11637455,False
Rev Hist Sci Paris,18939347,18939347,19119521,False
Tech Eau Assainissement,11636094,11636094,11636094,False
Bull Inst Hist Med Hyderabad,11613628,11613628,11609243,False
Public Adm,36713052,36713052,35601345,False
Mitt Osterr Sanitatsverwalt,11634299,11634299,11634299,False
Osterr Apoth Ztg,11634345,11634345,18131244,False
Waage,11625866,11625866,11633541,False
Soc Sci Inf (Paris),32255899,32255899,11615150,False
Contrib Med Stud,12206158,12206158,11639471,False
Baker Cederberg Noteb,12430552,12430552,11623570,False
Migr Today,11617708,11617708,11617708,False
J Thought,11663115,11663115,11617518,False
J Eur Stud,38603427,38603427,11614746,False
J Hist Ideas,38708652,38708652,38588302,False
Snakeroot Extr,11618989,11618989,11635968,False
Hum Ecol Interdiscip J,37362024,37362024,37122818,False
Factotum,11614466,11614466,11614466,False
Biogr Mem Natl Acad Sci,18543448,18543448,12661554,False
J Child Sex Abus,38910435,38910435,37159566,False
Pharmaziehist Bibliogr,11638976,11638976,11630264,False
Outlook Mag,11630791,11630791,11630790,False
J Asian Stud,34191876,34191876,11623453,False
Bol Soc Esp Hidrol Med,11640831,11640831,11640831,False
Ann Sci,38752430,38752430,38587865,False
Hist Rec Aust Sci,18386420,18386420,11617106,False
Mil Rev,11617715,11617715,18908527,False
Newsl Can Soc Hist Med,11635456,11635456,11635456,False
Stor Contemp,11636027,11636027,11636027,False
Sociol Inq,36059856,36059856,11638783,False
Scalpel Tongs,15382349,15382349,11624063,False
Hist Psychol,38842869,38842869,38206845,False
Stud Profertility Ser,11639829,11639829,11639829,False
Slown Biogr Pol Med XX Wieku,12785338,12785338,11636480,False
Vic Stud,22355829,22355829,19618526,False
Bibliogr Int Demogr Hist,11625147,11625147,11625147,False
Quad Int Stor Med Sanita,11639133,11639133,11630300,False
Hippokrates (Helsinki),11625420,11625420,11638575,False
Z Phytother,11636311,11636311,11636311,False
Stud Anc Med,28603954,28603954,26731802,False
Bibliogr Ital Stor Sci,11638879,11638879,11638879,False
Sydsven Medicinhist Sallsk Arsskr Suppl,11623323,11623323,11616432,False
Jahrb Inst Gesch Med Robert Bosch Stift,11631232,11631232,11631173,False
Veroff Schweiz Ges Gesch Pharm,19230311,19230311,11612105,False
An Ilustre Col Of Med,11630595,11630595,11630594,False
Arch Nat Hist,25684835,25684835,11622401,False
Hstc Bull,11613672,11613672,11675759,False
Int J Womens Stud,11609153,11609153,11609153,False
Saarl Arztebl,11630458,11630458,11630458,False
Koln Med Beitr,11634278,11634278,11640638,False
Stud Hist Biol,11611372,11611372,11615829,False
Soap Perfum Cosmet (Lond),11630419,11630419,11630419,False
Notes Rec R Soc Lond,35974900,35974900,31390415,False
Salzburger Beitr Paracelsusforsch,11638985,11638985,11634070,False
Monit Pharm Lab,11636727,11636727,11634419,False
Nachrichtenbl Dtsch Ges Gesch Med Naturwiss Tech,11630166,11630166,11634010,False
Strada Maestra,11636031,11636031,11636031,False
Arch Int Claude Bernard,11627747,11627747,11636698,False
Int Libr Rev,11614655,11614655,11614654,False
Pagine Stor Med Collana,11630344,11630344,11630342,False
Nihon Ishigaku Zasshi,30549783,30549783,22397108,False
Atti Accad Sci Ist Bologna Classe Sci Fis Rend,11634427,11634427,11636484,False
Dan Medicinhist Arbog,29737664,29737664,20509455,False
Bull Anesth Hist,25345271,25345271,17494240,False
Z Entwicklungspsychol Padagog Psychol,11633630,11633630,11633630,False
Parameters,11615073,11615073,11615073,False
Arch Hist Exact Sci,32994643,32994643,28912607,False
Ann Hist Comput,11631516,11631516,11631516,False
J Dev Stud,36714168,36714168,21328807,False
S Afr Nursing J,11662807,11662807,18915163,False
Asclepio,22372009,22372009,18574893,False
Plains Anthropol,17100017,17100017,11630894,False
Rev Hist Pharm (Paris),29611675,29611675,29611684,False
Geogr Rev,30393390,30393390,20662190,False
Cir Esp,38908514,38908514,38604566,False
Chic Med,11639684,11639684,14155152,False
Q J Libr Cong,11617987,11617987,11617987,False
Stud Hist Philos Sci,38906075,38906075,38759413,False
Stud Hist Med Sci,18800428,18800428,17240567,False
Bull Soc Fr Hist Hop,11639155,11639155,11636946,False
Bus Hist Rev,18572486,18572486,19459262,False
Bull Res Humanit,11634718,11634718,11634717,False
J Libr Hist,11620213,11620213,11620213,False
J Libr,11632303,11632303,11632303,False
Relig Life,11632842,11632842,11664588,False
Cuad Hisp Hist Med Cienc,11639128,11639128,11639128,False
